Quote,Author
"
      “Hello, Harry. Hello, Draco. Have you been bad boys again?”
  ",JK Rowling
"
      “You haven’t seen Ron or Hermione, have you?” said Harry. “No, I haven’t,” said Percy, his smile fading. “I hope Ron’s not in another girls’ toilet.”
  ",JK Rowling
"
      “you can do all sorts of stuff that full-grown wizards can't, Viktor always said --""",JK Rowling
"
      “Aber glaubt mir, dass man Glück und Zuversicht selbst in Zeiten der Dunkelheit zu finden vermag. Man darf bloß nicht vergessen ein Licht leuchten zu lassen.”
  ",JK Rowling
"
      “But I think Durmstrang must be somewhere in the far north,"" said Hermione thoughtfully. ""Somewhere very cold, because they’ve got fur capes as part of their uniforms.""",JK Rowling
"
      “Let my girls be Hermiones, rather than Pansy Parkinsons.”
  ",JK Rowling
"
      “I thought we’d seen the worst when we bought two hundred copies of the Invisible Book of Invisibility — cost a fortune, and we never found them. . . ”
  ",JK Rowling
"
      “for in dreams, we enter a world that is entirely our own.”
  ",JK Rowling
"
      “Well, it may have escaped your notice,but life isn't fair”
  ",JK Rowling
"
      “Yeah', said Fats. 'Fucking and dying. That's it, innit? Fucking and dying. That's life.'",JK Rowling
"
      “I’ll show them... it’ll really wipe the smiles off their faces if we win.” ",JK Rowling
"
      “It's all right, Ginny. It's over. It's just a memory.”
  ",JK Rowling
"
      “Albus hugs his friend. With fierceness. They hold for a beat. Scorpius is surprised by this. ""Okay. Hello. Um. Have we hugged before? Do we hug?.""",JK Rowling
"
      “this is the comfort of friends, that though they may be said to die, yet their friendship and society are, in the best sense, ever present, because immortal”
  ",JK Rowling
"
      “They reached their familiar, circular dormitory with its five four-poster beds, and Harry, looking around, felt he was home at last”
  ",JK Rowling
"
      “Now if you excuse me, I have better things to do than listen to adolescent agonizing.”
  ",JK Rowling
"
      “Pagford, which by night was no more than a cluster of twinkling lights in a dark hollow far below, was emerging into chilly sunlight.”
  ",JK Rowling
"
      “But words were no longer enough, smashing things was no more help. He wanted to run, he wanted to keep running and never look back...”
  ",JK Rowling
"
      “Okay,"" said Harry, staring at it, ""Pear Drop. Er – Licorice Wand. Fizzing Whizbee. Drooble's Best Blowing Gum. Bertie Bott's Every Flavor Beans… oh no, he doesn't like them, does he?… oh just open, can't you?"" He said angrily. ""I really need to see him, it's urgent!"" The gargoyle remained immovable. Harry kicked it, achieving nothing but an excruciating pain in his big toe. ""Chocolate frog!"" he yelled angrily, standing on one leg. ""Sugar Quill! Cockroach Cluster! The gargoyle sprang to life and jumped aside. Harry blinked.”
  ",JK Rowling
"
      “He hurried to car and set off home, hoping he was imagining things, which he had never hoped before, because he didn't approve of imagination.”
  ",JK Rowling
"
      “Got Potter’?” said Professor McGonagall sharply. “What do you mean, ‘got Potter’?”",JK Rowling
"
      “You did a very noble thing, in saving Pettigrew’s life.” “But if he helps Voldemort back to power — !” “Pettigrew owes his life to you. You have sent Voldemort a deputy who is in your debt.”
  ",JK Rowling
"
      “Professor Moody!"" said a shocked voice.",JK Rowling
"
      “Non serve a niente rifugiarsi nei sogni e dimenticarsi di vivere.”
  ",JK Rowling
"
      “So – that’s sort of like basketball on broomsticks with six hoops, isn’t it?’ ‘What’s basketball?’ said Wood curiously. ‘Never mind,’ said Harry quickly.”
  ",JK Rowling
"
      “No estoy preocupado, Harry - repuso el anciano con tono más firme, pese a que el agua estaba helada -. Estoy contigo.”
  ",JK Rowling
"
      “Soy un mago y no un babuino blandiendo un palo”
  ",JK Rowling
"
      “SCORPIUS: Always.”
  ",JK Rowling
"
      “Para una muerte bien organizada, la muerte no es más que la siguiente gran aventura.”
  ",JK Rowling
"
      “Utiliza el nombre correcto para las cosas. El miedo a un nombre aumenta el miedo a la cosa que se nombra.”
  ",JK Rowling
"
      “Albus: First question. What do you know about the Triwizard tournament?",JK Rowling
"
      “Demi persahabatan! Demi kebaikan hati! Demi sepuluh Galleon per helai rambut-!”
  ",JK Rowling
"
      “Oh, you may not think I’m pretty, But don’t judge on what you see, I’ll eat myself if you can find A smarter hat than me. You can keep your bowlers black, Your top hats sleek and tall, For I’m the Hogwarts Sorting Hat And I can cap them all. There’s nothing hidden in your head The Sorting Hat can’t see, So try me on and I will tell you Where you ought to be. You might belong in Gryffindor, Where dwell the brave at heart, Their daring, nerve and chivalry Set Gryffindors apart; You might belong in Hufflepuff, Where they are just and loyal, Those patient Hufflepuffs are true And unafraid of toil; Or yet in wise old Ravenclaw, If you’ve a ready mind, Where those of wit and learning, Will always find their kind; Or perhaps in Slytherin You’ll make your real friends, Those cunning folk use any means To achieve their ends. So put me on! Don’t be afraid! And don’t get in a flap! You’re in safe hands (though I have none) For I’m a Thinking Cap!”
  ",JK Rowling
"
      “That even though we've got a fight ahead of us, we've got one thing that Voldemort doesn't have. - Something worth fighting for.”
  ",JK Rowling
"
      “Thank you so much, Dobby, for rescuing me from that cellar. It’s so unfair that you had to die, when you were so good and brave. I’ll always remember what you did for us. I hope you’re happy now.”
  ",JK Rowling
"
      “I think writing about the time in Hermione’s life that I write about – growing from childhood into womanhood, literally, I think it﻿ brought back to me how very difficult it is.So much is expected of you as you become a woman, and often you are asked to sacrifice parts of you in becoming a girl, I would say. Hermione doesn’t.”
  ",JK Rowling
"
      “The Patronus is a kind of positive force, a projection of the very things that the dementor feeds upon — hope, happiness, the desire to survive — but it cannot feel despair, as real humans can, so the dementors can’t hurt it.”
  ",JK Rowling
"
      “Pada akhirnya nanti, semua yang pernah hilang atau diambil dari diri kita akan kembali lagi kepada kita, walaupun dengan cara yang tidak pernah kita duga. (Luna Lovegood)”
  ",JK Rowling
"
      “The real Harry thought that this might just be the most bizarre thing he had ever seen, and he had seen some extremely odd things. He watched as his six doppelgangers rummaged in the sacks, pulling out sets of clothes, putting on glasses, stuffing their own things away. He felt like asking them to show a little more respect for his privacy as they all began stripping off with impunity, clearly much more at ease with displaying his body than they would have been with their own. “I knew Ginny was lying about that tattoo,” said Ron, looking down at his bare chest. “Harry, your eyesight really is awful,” said Hermione, as she put on glasses.”
  ",JK Rowling
"
      “ROSE: The rumor is that he's Voldemort's son, Albus. ",JK Rowling
